qtl_id,Locus.GWAS,Study_id,Sample,eGene,PP.H0,PP.H1,PP.H2,PP.H3,PP.H4,Study,Tissue,Tissue_group,System
Fairfax_2014.monocyte_LPS24,GPNMB,GWAS,monocyte_LPS24,AC005082.12,8.8133555311567e-39,3.32930450454727e-22,6.66604007512129e-19,0.0242056216795441,0.975794378320452,Fairfax_2014,monocyte,monocyte,Blood
Fairfax_2014.monocyte_LPS24,IP6K2,GWAS,monocyte_LPS24,WDR6,9.09599823575314e-43,8.12940712519607e-06,1.97756545142258e-38,0.175917766149503,0.824074104443378,Fairfax_2014,monocyte,monocyte,Blood
Fairfax_2014.monocyte_LPS24,IP6K2,GWAS,monocyte_LPS24,NCKIPSD,5.42609340737465e-14,9.63802337802535e-07,2.35936745945159e-09,0.0409488880785273,0.959050145759714,Fairfax_2014,monocyte,monocyte,Blood
Fairfax_2014.monocyte_LPS24,NUCKS1,GWAS,monocyte_LPS24,NUCKS1,8.90545042765079e-37,5.61733450409496e-26,1.86480173362005e-13,0.0107734745379625,0.989226525461855,Fairfax_2014,monocyte,monocyte,Blood
Fairfax_2014.monocyte_LPS24,SETD1A,GWAS,monocyte_LPS24,STX1B,3.387206043096e-17,3.01972325690777e-16,0.0172980921582285,0.153384658888713,0.829317248953055,Fairfax_2014,monocyte,monocyte,Blood
Fairfax_2014.monocyte_LPS24,SYT17,GWAS,monocyte_LPS24,COQ7,3.32406127445487e-06,1.87893526328778e-06,0.114040797188367,0.0636395764982977,0.822314423316798,Fairfax_2014,monocyte,monocyte,Blood
Fairfax_2014.monocyte_LPS24,TRIM40,GWAS,monocyte_LPS24,HLA-G,2.22347508678828e-24,0.147260699389609,2.08310528596666e-25,0.0129566184169862,0.839782682193407,Fairfax_2014,monocyte,monocyte,Blood
Fairfax_2014.monocyte_LPS24,TRIM40,GWAS,monocyte_LPS24,HLA-A,3.9463110112367e-10,0.156688618935049,7.66657823171468e-11,0.0296265301164732,0.81368485047718,Fairfax_2014,monocyte,monocyte,Blood
Fairfax_2014.monocyte_naive,BIN3,GWAS,monocyte_naive,CCAR2,2.25095665988613e-11,9.50022569541878e-05,3.11056374140276e-08,0.130412722602396,0.869492244012504,Fairfax_2014,monocyte,monocyte,Blood
Fairfax_2014.monocyte_naive,BIN3,GWAS,monocyte_naive,C8orf58,3.50078613875032e-05,0.000123712298376654,0.0161256154233744,0.0560577410040351,0.927657923412826,Fairfax_2014,monocyte,monocyte,Blood
Fairfax_2014.monocyte_naive,BST1,GWAS,monocyte_naive,BST1,2.93754535176829e-42,2.64453959403653e-24,6.59888078165545e-21,0.00494562037213713,0.995054379627863,Fairfax_2014,monocyte,monocyte,Blood
Fairfax_2014.monocyte_naive,C5orf24,GWAS,monocyte_naive,CAMLG,1.65064760161208e-12,2.78946680170463e-05,2.2934739269461e-09,0.0377957594723128,0.962176343564546,Fairfax_2014,monocyte,monocyte,Blood
Fairfax_2014.monocyte_naive,CD19,GWAS,monocyte_naive,SPNS1,4.45090972920196e-43,3.13574337521861e-06,4.10152550856549e-39,0.0279238881290656,0.972072976127562,Fairfax_2014,monocyte,monocyte,Blood
Fairfax_2014.monocyte_naive,CD19,GWAS,monocyte_naive,EIF3CL,1.01650927740754e-06,4.08032126492282e-05,0.00468342574702702,0.187187064868299,0.808087689662747,Fairfax_2014,monocyte,monocyte,Blood
Fairfax_2014.monocyte_naive,CHRNB1,GWAS,monocyte_naive,CHRNB1,2.42008611402351e-26,4.96705182200678e-05,4.8909340127684e-24,0.00904738559413752,0.990902943887643,Fairfax_2014,monocyte,monocyte,Blood
Fairfax_2014.monocyte_naive,CHRNB1,GWAS,monocyte_naive,ZBTB4,1.92459470230706e-05,9.64889319925633e-05,0.00777906059996176,0.0380460091460781,0.954059195374945,Fairfax_2014,monocyte,monocyte,Blood
Fairfax_2014.monocyte_naive,FAM47E-STBD1,GWAS,monocyte_naive,FAM47E-STBD1,3.22538069298971e-16,4.54698088694143e-16,0.0670159095964258,0.09363634025724,0.839347750146333,Fairfax_2014,monocyte,monocyte,Blood
Fairfax_2014.monocyte_naive,GPNMB,GWAS,monocyte_naive,GPNMB,7.22356725759701e-40,4.96453205055247e-22,1.09271862809229e-19,0.0741733100377341,0.925826689962271,Fairfax_2014,monocyte,monocyte,Blood
Fairfax_2014.monocyte_naive,GPNMB,GWAS,monocyte_naive,AC005082.12,2.02933030651449e-49,3.41286003533946e-22,1.53489747475423e-29,0.0248382321045366,0.97516176789546,Fairfax_2014,monocyte,monocyte,Blood
Fairfax_2014.monocyte_naive,HLA-DRB5,GWAS,monocyte_naive,HLA-C,1.20113814458169e-07,2.91774388658249e-06,0.00530365846979275,0.127967056499344,0.866726247173162,Fairfax_2014,monocyte,monocyte,Blood
Fairfax_2014.monocyte_naive,HLA-DRB5,GWAS,monocyte_naive,HCG27,7.72061568639984e-08,1.70385992640758e-07,0.00170452722743666,0.00276618602900817,0.995529039151407,Fairfax_2014,monocyte,monocyte,Blood
Fairfax_2014.monocyte_naive,IP6K2,GWAS,monocyte_naive,WDR6,3.09836988594214e-75,5.25084078744101e-06,6.73618121217671e-71,0.113272065203097,0.886722683956128,Fairfax_2014,monocyte,monocyte,Blood
Fairfax_2014.monocyte_naive,IP6K2,GWAS,monocyte_naive,NCKIPSD,1.80032035637189e-18,1.09884508710457e-06,7.82813148708269e-14,0.0468266787098878,0.953172222444948,Fairfax_2014,monocyte,monocyte,Blood
Fairfax_2014.monocyte_naive,IP6K2,GWAS,monocyte_naive,HYAL3,0.000930221036722554,0.086849123487613,0.000853949955582468,0.078895681981825,0.832471023538257,Fairfax_2014,monocyte,monocyte,Blood
Fairfax_2014.monocyte_naive,SP1,GWAS,monocyte_naive,MAP3K12,5.81415798689285e-13,0.0610355234482125,1.29717755370102e-12,0.135370743417491,0.803593733132418,Fairfax_2014,monocyte,monocyte,Blood
Fairfax_2014.monocyte_naive,TRIM40,GWAS,monocyte_naive,HLA-G,2.35577966801856e-35,0.147260699385752,2.20705737077119e-36,0.0129566184166206,0.839782682197632,Fairfax_2014,monocyte,monocyte,Blood
Fairfax_2014.monocyte_naive,TRIM40,GWAS,monocyte_naive,HLA-A,6.27062555679107e-20,0.145111277545959,1.21820711180751e-20,0.0273635362492069,0.827525186204836,Fairfax_2014,monocyte,monocyte,Blood
HipSci.iPSC,C5orf24,GWAS,iPSC,CAMLG,1.07597215325062e-05,3.9533089790495e-05,0.0149498526740235,0.0539973584593216,0.931002496055332,HipSci,iPSC,iPSC,Other
HipSci.iPSC,CD19,GWAS,iPSC,EIF3CL,2.8478197352688e-07,1.28493853043766e-05,0.00131208690799436,0.0582610519586994,0.940413726966028,HipSci,iPSC,iPSC,Other
HipSci.iPSC,CHRNB1,GWAS,iPSC,ZBTB4,0.000108773307027187,0.000621322131182518,0.0219704244717395,0.124644227473896,0.852655252616156,HipSci,iPSC,iPSC,Other
HipSci.iPSC,GPNMB,GWAS,iPSC,GPNMB,3.57778257764081e-24,5.64664233138811e-22,0.000270607964904081,0.041750776225457,0.957978615809636,HipSci,iPSC,iPSC,Other
HipSci.iPSC,GPNMB,GWAS,iPSC,NUPL2,4.59548836011272e-48,7.24759469900947e-22,3.47582818654818e-28,0.0538715360919358,0.946128463908061,HipSci,iPSC,iPSC,Other
HipSci.iPSC,HLA-DRB5,GWAS,iPSC,HLA-C,1.21886427872027e-21,3.42299431761412e-06,2.69096485581058e-17,0.0746462910456746,0.92535028596001,HipSci,iPSC,iPSC,Other
HipSci.iPSC,IP6K2,GWAS,iPSC,WDR6,8.78903713794962e-12,6.10745426881226e-06,1.91082954580147e-07,0.131914430158405,0.868079271295584,HipSci,iPSC,iPSC,Other
HipSci.iPSC,IP6K2,GWAS,iPSC,P4HTM,2.57383937094074e-06,4.72850002504019e-06,0.0559579912846013,0.101960519548354,0.842074186827649,HipSci,iPSC,iPSC,Other
HipSci.iPSC,IP6K2,GWAS,iPSC,NCKIPSD,2.90310745440982e-06,4.2874029575222e-06,0.0631162925900417,0.0923676728502012,0.844508844049346,HipSci,iPSC,iPSC,Other
HipSci.iPSC,KCNIP3,GWAS,iPSC,ZNF514,3.63718200327656e-06,4.51860493329636e-05,0.002316808972547,0.0278127480823946,0.969821619713722,HipSci,iPSC,iPSC,Other
HipSci.iPSC,KPNA1,GWAS,iPSC,PARP9,9.84092970602544e-25,8.40282737485461e-08,6.5517994492367e-19,0.054998533843914,0.94500138212781,HipSci,iPSC,iPSC,Other
HipSci.iPSC,KPNA1,GWAS,iPSC,DTX3L,6.52164330733142e-24,8.8241805942234e-08,4.34191690280312e-18,0.0578065868059306,0.942193324952264,HipSci,iPSC,iPSC,Other
HipSci.iPSC,LOC100131289,GWAS,iPSC,BTN3A3,1.92153771046313e-05,3.36226903405473e-05,0.0422420616064794,0.0730296562397118,0.884675444086364,HipSci,iPSC,iPSC,Other
HipSci.iPSC,SETD1A,GWAS,iPSC,HSD3B7,8.11432011395251e-18,2.57226291207723e-16,0.00138129828681481,0.0428317677075725,0.955786934005609,HipSci,iPSC,iPSC,Other
HipSci.iPSC,SPPL2B,GWAS,iPSC,TMPRSS9,5.1351941997465e-05,2.14800387078709e-05,0.0987274992762236,0.0404360291104695,0.860763639632602,HipSci,iPSC,iPSC,Other
HipSci.iPSC,SPTSSB,GWAS,iPSC,SPTSSB,3.43679587676116e-07,3.8980972426054e-06,0.00493162043405806,0.0549955665520651,0.940068571237047,HipSci,iPSC,iPSC,Other
HipSci.iPSC,STK39,GWAS,iPSC,STK39,5.74874973574023e-38,2.17998894750307e-35,1.78922541072237e-05,0.00579074762533726,0.994191360120549,HipSci,iPSC,iPSC,Other
HipSci.iPSC,VAMP4,GWAS,iPSC,VAMP4,6.24398438558521e-15,2.28470864313274e-05,2.49151456244528e-11,0.0902561837446989,0.909720969143951,HipSci,iPSC,iPSC,Other
Lepik_2017.blood,BIN3,GWAS,blood,BIN3,2.32382872638656e-05,0.000400451829765699,0.0107041157267377,0.183652553866158,0.805219640290076,Lepik_2017,blood,blood,Blood
Lepik_2017.blood,BIN3,GWAS,blood,C8orf58,6.63411402077656e-14,0.000119282429208055,3.05583296292175e-11,0.0539984822917709,0.945882235248395,Lepik_2017,blood,blood,Blood
Lepik_2017.blood,BIN3,GWAS,blood,RP11-582J16.5,6.49288902289116e-14,7.46627971521113e-05,2.99078132190756e-11,0.0334249852219821,0.966500351950892,Lepik_2017,blood,blood,Blood
Lepik_2017.blood,C5orf24,GWAS,blood,CAMLG,6.03092768015047e-20,2.72682969376172e-05,8.22113903678619e-17,0.0362073751893014,0.963765356513763,Lepik_2017,blood,blood,Blood
Lepik_2017.blood,CD19,GWAS,blood,SPNS1,1.39949364987287e-06,2.42095545949614e-05,0.00657802619553781,0.112911445699868,0.88048491905635,Lepik_2017,blood,blood,Blood
Lepik_2017.blood,CD19,GWAS,blood,EIF3C,4.11213753658612e-16,1.73756497911621e-05,1.93276431653747e-12,0.0807488417479915,0.919233782600281,Lepik_2017,blood,blood,Blood
Lepik_2017.blood,CD19,GWAS,blood,EIF3CL,9.53216979481585e-18,1.48226190596378e-05,4.48022671237695e-14,0.0687367235691934,0.931248453811704,Lepik_2017,blood,blood,Blood
Lepik_2017.blood,CHRNB1,GWAS,blood,CHRNB1,3.22780424640019e-09,3.52375019510792e-05,6.40457034778344e-07,0.00599781643592026,0.993966302377289,Lepik_2017,blood,blood,Blood
Lepik_2017.blood,GPNMB,GWAS,blood,GPNMB,5.74367300383776e-43,7.4821590158399e-22,4.34296599028838e-23,0.055630512331003,0.944369487668996,Lepik_2017,blood,blood,Blood
Lepik_2017.blood,GPNMB,GWAS,blood,NUPL2,2.58928656594493e-23,5.78283322222931e-22,0.00195783838799592,0.0427704905631014,0.955271671048899,Lepik_2017,blood,blood,Blood
Lepik_2017.blood,GPNMB,GWAS,blood,AC005082.12,1.88387963150397e-43,4.38394010944548e-22,1.42445873293135e-23,0.0321804860843686,0.967819513915631,Lepik_2017,blood,blood,Blood
Lepik_2017.blood,HLA-DRB5,GWAS,blood,HLA-C,1.33721986611837e-25,2.81052458908418e-06,2.95226331906851e-21,0.0611108098740057,0.938886379601406,Lepik_2017,blood,blood,Blood
Lepik_2017.blood,HLA-DRB5,GWAS,blood,HLA-B,1.1319823937792e-12,5.61756034424672e-06,2.49914801968179e-08,0.123145528965724,0.876848828481321,Lepik_2017,blood,blood,Blood
Lepik_2017.blood,HLA-DRB5,GWAS,blood,XXbac-BPG299F13.17,7.0147658299661e-21,2.83461682570077e-06,1.54869131135667e-16,0.0616431569842411,0.938354008398934,Lepik_2017,blood,blood,Blood
Lepik_2017.blood,IP6K2,GWAS,blood,WDR6,1.02114778370889e-54,7.66085939727377e-06,2.15319500323783e-50,0.160697795757152,0.83929454338345,Lepik_2017,blood,blood,Blood
Lepik_2017.blood,IP6K2,GWAS,blood,P4HTM,1.11049357840861e-10,6.15116281733948e-06,2.34159000536534e-06,0.128832439895465,0.871159067240662,Lepik_2017,blood,blood,Blood
Lepik_2017.blood,IP6K2,GWAS,blood,NCKIPSD,8.71886828192381e-25,7.41708992419462e-07,1.83845127364222e-20,0.0146542517587095,0.9853450065323,Lepik_2017,blood,blood,Blood
Lepik_2017.blood,KCNIP3,GWAS,blood,MAL,2.75866209557682e-05,3.9311188631946e-05,0.0175502694096024,0.0240509634847293,0.95833186929608,Lepik_2017,blood,blood,Blood
Lepik_2017.blood,MAP4K4,GWAS,blood,IL1R2,2.48493925659704e-11,8.91315915615961e-09,0.000221005408477748,0.078350383572186,0.921428602081326,Lepik_2017,blood,blood,Blood
Lepik_2017.blood,MAP4K4,GWAS,blood,IL1R1,1.60759593087152e-10,8.01092097945676e-09,0.00142976289833325,0.0703192396142297,0.928250989315755,Lepik_2017,blood,blood,Blood
Lepik_2017.blood,NOD2,GWAS,blood,RP11-327F22.2,4.38219655831175e-10,5.5952978416201e-06,9.64173233012502e-07,0.0113221329615435,0.988671307129161,Lepik_2017,blood,blood,Blood
Lepik_2017.blood,RNF141,GWAS,blood,AMPD3,6.56793545255204e-10,4.85968518037621e-06,2.91567048922744e-06,0.0205939572720531,0.979398266715484,Lepik_2017,blood,blood,Blood
Lepik_2017.blood,SETD1A,GWAS,blood,STX4,1.38343505666749e-22,4.57061891810554e-16,2.27277817972392e-08,0.0741626382264555,0.92583733904576,Lepik_2017,blood,blood,Blood
Lepik_2017.blood,SP1,GWAS,blood,TARBP2,0.0302786902660204,0.0260179019624012,0.0672642401513361,0.0569794209333292,0.819459746686913,Lepik_2017,blood,blood,Blood
Nedelec_2016.macrophage_Listeria,BIN3,GWAS,macrophage_Listeria,C8orf58,1.58410826756473e-07,9.52155717057316e-05,7.29677556564406e-05,0.0429016035643009,0.95693005469751,Nedelec_2016,macrophage,macrophage,Blood
Nedelec_2016.macrophage_Listeria,IP6K2,GWAS,macrophage_Listeria,WDR6,1.22781672109989e-20,5.86667349268564e-06,2.66940428959626e-16,0.126674408840465,0.873319724486039,Nedelec_2016,macrophage,macrophage,Blood
Nedelec_2016.macrophage_Listeria,NUCKS1,GWAS,macrophage_Listeria,RAB7L1,2.69972720673788e-26,1.11870131284509e-24,0.00188441000872694,0.077164417802868,0.920951172188406,Nedelec_2016,macrophage,macrophage,Blood
Nedelec_2016.macrophage_Salmonella,IP6K2,GWAS,macrophage_Salmonella,WDR6,6.09831009305015e-18,6.41363737698128e-06,1.32583754903529e-13,0.138577890120442,0.861415696242049,Nedelec_2016,macrophage,macrophage,Blood
Nedelec_2016.macrophage_Salmonella,IP6K2,GWAS,macrophage_Salmonella,NCKIPSD,3.66300955408448e-06,4.6935135029893e-06,0.0796372888398492,0.101222286331629,0.819132068305464,Nedelec_2016,macrophage,macrophage,Blood
Nedelec_2016.macrophage_Salmonella,NOD2,GWAS,macrophage_Salmonella,NOD2,4.63754797730504e-05,3.88389248343057e-05,0.102034658196026,0.0846395987640909,0.813240528635275,Nedelec_2016,macrophage,macrophage,Blood
Nedelec_2016.macrophage_Salmonella,NOD2,GWAS,macrophage_Salmonella,SNX20,2.37499306043587e-05,2.03161951277768e-05,0.0522541827559719,0.0437954315773876,0.903906319540908,Nedelec_2016,macrophage,macrophage,Blood
Nedelec_2016.macrophage_Salmonella,NOD2,GWAS,macrophage_Salmonella,RP11-327F22.2,6.43407988174333e-07,6.33052809278308e-05,0.00141561771907429,0.138423342094109,0.860097091497901,Nedelec_2016,macrophage,macrophage,Blood
Nedelec_2016.macrophage_Salmonella,NUCKS1,GWAS,macrophage_Salmonella,RAB7L1,3.21230991059601e-26,2.81501917037394e-24,0.00224219281546382,0.195686310224412,0.802071496960128,Nedelec_2016,macrophage,macrophage,Blood
Nedelec_2016.macrophage_Salmonella,SCAF11,GWAS,macrophage_Salmonella,SCAF11,0.000123212105440576,0.00110975670778593,0.0194179115699022,0.174089549172889,0.805259570443982,Nedelec_2016,macrophage,macrophage,Blood
Nedelec_2016.macrophage_naive,BIN3,GWAS,macrophage_naive,C8orf58,2.46936935955046e-05,0.000154611732290192,0.0113744965380541,0.070299656776649,0.918146541259411,Nedelec_2016,macrophage,macrophage,Blood
Nedelec_2016.macrophage_naive,CHRNB1,GWAS,macrophage_naive,CHRNB1,1.13859430309792e-05,0.000215303693450242,0.00230115679231251,0.0425590545402737,0.954913099030932,Nedelec_2016,macrophage,macrophage,Blood
Nedelec_2016.macrophage_naive,IP6K2,GWAS,macrophage_naive,WDR6,3.2050071504617e-20,6.22768654358647e-06,6.96802681426676e-16,0.13453107399992,0.865462698313538,Nedelec_2016,macrophage,macrophage,Blood
Nedelec_2016.macrophage_naive,IP6K2,GWAS,macrophage_naive,NCKIPSD,7.28802251555698e-10,1.75385367281258e-06,1.58448495853787e-05,0.0371676212630644,0.962814779304874,Nedelec_2016,macrophage,macrophage,Blood
Nedelec_2016.macrophage_naive,PAM,GWAS,macrophage_naive,PAM,8.36629805053908e-07,1.54490948276255e-05,0.00997349758087528,0.183362633692014,0.806647583002478,Nedelec_2016,macrophage,macrophage,Blood
ROSMAP.brain_naive,BIN3,GWAS,brain_naive,BIN3,4.97230022799671e-120,9.93043755101296e-05,2.29027585268377e-117,0.0447851662050012,0.955115529419507,ROSMAP,brain (DLPFC),brain (DLPFC),Other
ROSMAP.brain_naive,BIN3,GWAS,brain_naive,CCAR2,3.595141002466e-08,0.000367024863745274,1.65594679472088e-05,0.16822279546841,0.831393584248486,ROSMAP,brain (DLPFC),brain (DLPFC),Other
ROSMAP.brain_naive,BIN3,GWAS,brain_naive,C8orf58,9.65006437870536e-18,8.39636152028265e-05,4.44488635238679e-15,0.0377120174853273,0.962204018899468,ROSMAP,brain (DLPFC),brain (DLPFC),Other
ROSMAP.brain_naive,BST1,GWAS,brain_naive,CD38,2.03064755783463e-36,2.16028394141095e-24,4.56163209042687e-15,0.00385670303451819,0.996143296965482,ROSMAP,brain (DLPFC),brain (DLPFC),Other
ROSMAP.brain_naive,C5orf24,GWAS,brain_naive,CAMLG,6.74464857925671e-70,2.1678788481018e-05,9.37125284457663e-67,0.0291504461739204,0.970827875037599,ROSMAP,brain (DLPFC),brain (DLPFC),Other
ROSMAP.brain_naive,CD19,GWAS,brain_naive,SH2B1,2.24380321543604e-06,2.80383409023897e-05,0.0103379545888901,0.128320737115444,0.861311026151548,ROSMAP,brain (DLPFC),brain (DLPFC),Other
ROSMAP.brain_naive,CD19,GWAS,brain_naive,EIF3C,1.10420928988389e-10,6.33288832991381e-06,5.08745870557253e-07,0.0282059313093892,0.971787226945988,ROSMAP,brain (DLPFC),brain (DLPFC),Other
ROSMAP.brain_naive,CD19,GWAS,brain_naive,RP11-264B17.3,8.93863744212704e-06,6.19435924547278e-06,0.0411845569242683,0.0276091700286688,0.931191140050375,ROSMAP,brain (DLPFC),brain (DLPFC),Other
ROSMAP.brain_naive,FYN,GWAS,brain_naive,FYN,4.06781340992007e-06,2.42412077640611e-05,0.0120930126548138,0.0711488254510811,0.916729852872931,ROSMAP,brain (DLPFC),brain (DLPFC),Other
ROSMAP.brain_naive,GPNMB,GWAS,brain_naive,GPNMB,1.07416181483842e-63,5.99509573154885e-22,8.12437739964198e-44,0.0443880407355696,0.955611959264437,ROSMAP,brain (DLPFC),brain (DLPFC),Other
ROSMAP.brain_naive,GS1-124K5.11,GWAS,brain_naive,ZNF117,1.76499086581394e-06,0.000636195102501269,0.000203778451949172,0.0725257890876549,0.92663247236703,ROSMAP,brain (DLPFC),brain (DLPFC),Other
ROSMAP.brain_naive,GS1-124K5.11,GWAS,brain_naive,ZNF273,0.00171498188851099,0.0013565188154821,0.062197654384818,0.0483107691290051,0.886420075782184,ROSMAP,brain (DLPFC),brain (DLPFC),Other
ROSMAP.brain_naive,HLA-DRB5,GWAS,brain_naive,HLA-C,4.76230324070424e-32,3.36114361085192e-06,1.05140387802777e-27,0.0732793811034967,0.926717257752894,ROSMAP,brain (DLPFC),brain (DLPFC),Other
ROSMAP.brain_naive,HLA-DRB5,GWAS,brain_naive,HCG27,8.85440842436814e-13,4.62543411961372e-06,1.95484117279029e-08,0.101219724281304,0.898775630735281,ROSMAP,brain (DLPFC),brain (DLPFC),Other
ROSMAP.brain_naive,HLA-DRB5,GWAS,brain_naive,HLA-B,2.15483434425604e-06,3.55945047425787e-06,0.0475736512410262,0.0777095457119678,0.874711088762188,ROSMAP,brain (DLPFC),brain (DLPFC),Other
ROSMAP.brain_naive,IP6K2,GWAS,brain_naive,ARIH2,3.76267750577025e-07,6.20781278165734e-06,0.00818046922019402,0.134106880474069,0.857706066225205,ROSMAP,brain (DLPFC),brain (DLPFC),Other
ROSMAP.brain_naive,IP6K2,GWAS,brain_naive,WDR6,2.84577243500534e-19,5.97189082668739e-06,6.18701050168998e-15,0.12896419805102,0.871029830058147,ROSMAP,brain (DLPFC),brain (DLPFC),Other
ROSMAP.brain_naive,IP6K2,GWAS,brain_naive,P4HTM,6.81932312520866e-08,4.61288080757105e-06,0.00148259312829312,0.0993897952123104,0.899122930585358,ROSMAP,brain (DLPFC),brain (DLPFC),Other
ROSMAP.brain_naive,IP6K2,GWAS,brain_naive,NCKIPSD,1.70639392035786e-33,8.27361147644349e-07,3.70986145211529e-29,0.0170046177543526,0.982994554884498,ROSMAP,brain (DLPFC),brain (DLPFC),Other
ROSMAP.brain_naive,KCNIP3,GWAS,brain_naive,KCNIP3,7.78027110021578e-06,4.27244922793416e-05,0.00495589728033599,0.0262460104026986,0.968747587553587,ROSMAP,brain (DLPFC),brain (DLPFC),Other
ROSMAP.brain_naive,KCNIP3,GWAS,brain_naive,PROM2,4.4483193410082e-11,4.3082072325291e-05,2.83350002596092e-08,0.0264690232697352,0.973487866278455,ROSMAP,brain (DLPFC),brain (DLPFC),Other
ROSMAP.brain_naive,LCORL,GWAS,brain_naive,DCAF16,2.31566117443331e-08,9.02171623105888e-07,0.00458644627858149,0.177868428044638,0.817544200348547,ROSMAP,brain (DLPFC),brain (DLPFC),Other
ROSMAP.brain_naive,NUCKS1,GWAS,brain_naive,RAB7L1,5.9161412974361e-31,5.46685616632591e-26,4.1294675425382e-08,0.00281868517786225,0.997181273527462,ROSMAP,brain (DLPFC),brain (DLPFC),Other
ROSMAP.brain_naive,SETD1A,GWAS,brain_naive,STX4,2.5438388033776e-18,3.74337894370411e-16,0.000433036918890661,0.0627866475160049,0.936780315565106,ROSMAP,brain (DLPFC),brain (DLPFC),Other
ROSMAP.brain_naive,SPPL2B,GWAS,brain_naive,LSM7,7.87746572124493e-22,0.00111394660643955,4.06918494661999e-21,0.00476007838800105,0.994125975005558,ROSMAP,brain (DLPFC),brain (DLPFC),Other
ROSMAP.brain_naive,TMEM175,GWAS,brain_naive,GAK,1.79493165856972e-64,1.75585427367026e-64,0.088138501333814,0.0853931732430945,0.826468325423092,ROSMAP,brain (DLPFC),brain (DLPFC),Other
ROSMAP.brain_naive,UBAP2,GWAS,brain_naive,UBE2R2,3.03856204345877e-06,2.74002240901615e-05,0.00559658044839646,0.0495222966808332,0.944850684084637,ROSMAP,brain (DLPFC),brain (DLPFC),Other
Schmiedel_2018.B-cell_naive,BST1,GWAS,B-cell_naive,CC2D2A,2.40230823019234e-23,4.41429733586418e-23,0.0539652795565738,0.0983147383493569,0.847719982094072,Schmiedel_2018,B cell,T-cell,Blood
Schmiedel_2018.B-cell_naive,C5orf24,GWAS,B-cell_naive,CAMLG,7.12369388960324e-05,4.65580436583103e-05,0.0989777927974837,0.0638514705924051,0.837052941627557,Schmiedel_2018,B cell,T-cell,Blood
Schmiedel_2018.B-cell_naive,NOD2,GWAS,B-cell_naive,NOD2,9.4863631871195e-06,4.89770902811665e-05,0.0208716063992057,0.10688571317355,0.872184216973776,Schmiedel_2018,B cell,T-cell,Blood
Schmiedel_2018.B-cell_naive,SPTSSB,GWAS,B-cell_naive,NMD3,1.25712082816727e-07,6.4773485196162e-06,0.00180390314156523,0.0920404403414806,0.906149053456351,Schmiedel_2018,B cell,T-cell,Blood
Schmiedel_2018.B-cell_naive,VAMP4,GWAS,B-cell_naive,VAMP4,1.50194192578575e-06,2.34590813233775e-05,0.00599313385032604,0.0927064812829499,0.901275423843474,Schmiedel_2018,B cell,T-cell,Blood
Schmiedel_2018.CD4_T-cell_anti-CD3-CD28,ATG14,GWAS,CD4_T-cell_anti-CD3-CD28,FBXO34,2.81192630590287e-12,3.01353814748456e-12,0.0555580068805941,0.0586556649472153,0.885786328166367,Schmiedel_2018,CD4+ T cell,T-cell,Blood
Schmiedel_2018.CD4_T-cell_anti-CD3-CD28,BIN3,GWAS,CD4_T-cell_anti-CD3-CD28,CCAR2,1.35846243594465e-07,0.000141874711191025,6.25739872877642e-05,0.0644154618482794,0.935379953606999,Schmiedel_2018,CD4+ T cell,T-cell,Blood
Schmiedel_2018.CD4_T-cell_anti-CD3-CD28,C5orf24,GWAS,CD4_T-cell_anti-CD3-CD28,CAMLG,4.02589928093656e-05,4.14820090713925e-05,0.0559365170692745,0.0567485631133845,0.887233178815461,Schmiedel_2018,CD4+ T cell,T-cell,Blood
